customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,num_support_tickets,avg_monthly_usage_gb,churn
CUST-000032,Female,0,No,No,15,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,94.11,1129.84,1,29.9,1
CUST-000033,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No internet service,Yes,One year,No,Electronic check,58.82,1268.33,3,407.5,1
CUST-000034,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,One year,No,Electronic check,72.3,1957.0,1,122.3,1
CUST-000035,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,One year,Yes,Electronic check,130.12,7229.34,1,4.0,1
CUST-000036,Male,1,No,No,26,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer,138.94,3254.7,2,108.5,1
CUST-000037,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card,87.36,611.89,2,210.8,1
CUST-000038,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Month-to-month,No,Mailed check,150.94,4033.87,3,158.6,1
CUST-000039,Male,0,Yes,No,7,Yes,No,DSL,No,No internet service,No,No,Two year,Yes,Mailed check,161.58,829.41,3,68.1,0
CUST-000040,Female,0,Yes,No,64,Yes,Yes,DSL,No,No internet service,No internet service,Yes,One year,No,Electronic check,139.21,7194.45,2,233.1,0
CUST-000041,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,98.76,2906.93,0,293.1,1
CUST-000042,Male,1,Yes,No,72,Yes,No,Fiber optic,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,106.75,5875.66,1,125.1,1
CUST-000043,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.15,2055.08,1,256.0,1
CUST-000044,Male,0,Yes,Yes,12,No,Yes,Fiber optic,No,Yes,Yes,No internet service,Two year,No,Electronic check,144.11,1545.42,2,276.4,1
CUST-000045,Male,0,No,Yes,72,Yes,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,77.66,4234.61,0,71.1,1
CUST-000046,Male,0,No,No,10,Yes,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,118.39,918.41,0,321.0,1
CUST-000047,Male,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,30.09,1429.24,3,212.4,0
CUST-000048,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,Two year,No,Mailed check,142.23,358.86,1,165.9,0
CUST-000049,Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No internet service,One year,Yes,Bank transfer,86.17,1147.09,2,107.2,1
CUST-000050,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,55.41,3453.84,0,174.1,0
CUST-000051,Male,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.7,5023.26,5,239.0,1
CUST-000052,Male,0,No,No,30,No,Yes,Fiber optic,No,No internet service,Yes,No,Two year,No,Credit card,20.09,564.11,4,155.6,1
CUST-000053,Female,0,Yes,No,9,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,One year,No,Electronic check,123.67,850.22,3,186.8,0
CUST-000054,Male,1,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,78.5,3286.41,1,181.6,0
CUST-000055,Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Two year,No,Credit card,82.39,2901.67,2,197.4,0
CUST-000056,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,One year,No,Bank transfer,98.01,1711.43,1,113.7,0
CUST-000057,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No internet service,Yes,Month-to-month,No,Electronic check,56.83,2659.95,1,200.5,0
CUST-000058,Female,0,Yes,Yes,19,Yes,No,DSL,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,78.12,1332.17,2,186.7,0
CUST-000059,Female,0,Yes,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,73.85,556.09,1,147.9,1
CUST-000060,Female,0,No,No,37,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,74.52,2425.28,3,141.1,1
CUST-000061,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.12,1845.21,4,95.7,1
CUST-000062,Male,0,No,No,34,Yes,No,DSL,No internet service,No,No,Yes,Two year,No,Mailed check,74.72,2073.09,1,273.1,1
CUST-000063,Male,0,No,No,58,Yes,Yes,DSL,No,No,Yes,No internet service,Two year,Yes,Electronic check,123.34,5682.29,3,266.9,0
CUST-000064,Male,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,126.3,7090.13,2,121.4,1
CUST-000065,Male,0,Yes,No,42,No,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.37,3320.01,1,133.9,1
CUST-000066,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer,96.61,479.67,0,135.1,0
CUST-000067,Male,0,No,No,9,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Two year,No,Credit card,70.02,507.32,0,127.1,0
CUST-000068,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No internet service,No,Yes,One year,Yes,Credit card,80.68,1154.12,1,101.6,1
CUST-000069,Female,0,No,No,31,No,Yes,Fiber optic,Yes,No,No internet service,Yes,One year,No,Mailed check,167.35,4065.63,2,260.3,1
CUST-000070,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No internet service,Yes,Month-to-month,No,Electronic check,19.83,1137.69,2,180.3,0
CUST-000071,Male,0,Yes,No,63,Yes,No,DSL,No,No,No,No internet service,Month-to-month,Yes,Credit card,20.32,1022.64,1,283.6,0
CUST-000072,Male,0,No,No,12,Yes,Yes,Fiber optic,No internet service,No,No,No,One year,Yes,Mailed check,59.67,595.24,0,109.8,0
CUST-000073,Male,0,Yes,No,33,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,One year,No,Credit card,85.52,2538.15,5,319.5,1
CUST-000074,Male,0,No,Yes,28,Yes,No,DSL,No,No,No internet service,Yes,Two year,Yes,Credit card,52.46,1330.47,3,200.7,1
CUST-000075,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,Two year,No,Electronic check,134.67,3261.03,4,173.5,1
CUST-000076,Male,0,Yes,Yes,11,Yes,No phone service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,134.39,1150.62,4,312.7,1
CUST-000077,Male,0,No,Yes,33,Yes,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,128.28,3617.59,2,157.2,1
CUST-000078,Female,0,No,No,17,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.06,882.12,1,135.1,1
CUST-000079,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Two year,No,Bank transfer,23.75,1080.11,3,6.3,0
CUST-000080,Female,0,No,No,11,Yes,No,Fiber optic,No,No internet service,Yes,No,Month-to-month,No,Bank transfer,109.22,979.55,1,95.9,1
CUST-000081,Female,0,Yes,Yes,30,No,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer,113.17,2719.25,0,254.7,1
CUST-000082,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer,72.28,1169.88,1,155.1,0
CUST-000083,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,113.2,4941.25,2,147.4,1
CUST-000084,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,139.82,2896.9,3,268.9,1
CUST-000085,Male,1,No,No,37,Yes,Yes,DSL,Yes,Yes,No,No,Two year,No,Electronic check,129.25,3619.12,2,212.8,0
CUST-000086,Male,0,Yes,No,16,Yes,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,106.64,1246.91,2,55.1,1
CUST-000087,Male,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,Yes,No,Month-to-month,No,Mailed check,104.0,4057.13,4,225.2,1
CUST-000088,Female,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Credit card,138.55,2936.49,2,250.7,1
CUST-000089,Male,1,No,No,72,Yes,No phone service,DSL,Yes,No,No,No,One year,Yes,Bank transfer,113.56,6132.55,1,202.1,0
CUST-000090,Male,1,Yes,Yes,37,No,No,DSL,No,Yes,No,Yes,Month-to-month,No,Bank transfer,53.21,1541.8,3,272.8,1
CUST-000091,Male,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,No internet service,Month-to-month,Yes,Credit card,60.71,1409.96,2,113.0,1
CUST-000092,Female,0,No,No,36,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,No,Credit card,62.36,1938.13,0,212.8,0
CUST-000093,Female,0,No,No,39,Yes,No phone service,DSL,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,98.41,3212.45,4,142.8,1
CUST-000094,Male,1,Yes,No,9,Yes,No,DSL,No,No internet service,No,No internet service,One year,No,Credit card,124.45,880.32,1,96.5,0
CUST-000095,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,114.26,2213.14,7,132.3,1
CUST-000096,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,97.74,1405.33,0,115.5,0
CUST-000097,Male,0,Yes,No,72,Yes,No,DSL,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,55.38,3657.02,4,210.6,1
CUST-000098,Female,0,No,Yes,8,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer,46.13,279.63,2,201.5,1
CUST-000099,Male,0,No,Yes,28,No,No,No,No,No,No,Yes,Two year,Yes,Credit card,92.69,2381.04,1,181.1,0
CUST-000100,Male,1,Yes,No,28,Yes,No,DSL,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,125.31,2952.7,1,257.0,1
CUST-000101,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Month-to-month,No,Mailed check,124.18,4075.77,4,209.9,1
CUST-000102,Female,1,Yes,No,42,Yes,No,DSL,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,38.65,1270.44,3,148.8,0
CUST-000103,Male,0,No,No,24,Yes,No,Fiber optic,No internet service,No,No,Yes,Month-to-month,No,Credit card,84.12,1553.06,2,195.5,1
CUST-000104,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No internet service,No,Two year,Yes,Credit card,122.57,1482.13,6,151.5,1
CUST-000105,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer,33.06,1354.61,2,61.1,0
CUST-000106,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,42.55,306.29,3,161.3,1
CUST-000107,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,No,Credit card,84.02,1891.47,3,261.7,1
CUST-000108,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,64.9,1476.28,4,80.6,1
CUST-000109,Female,0,No,No,38,Yes,No,DSL,No internet service,Yes,Yes,No,One year,No,Electronic check,174.14,5561.54,2,210.0,0
CUST-000110,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No internet service,No,Month-to-month,Yes,Electronic check,62.83,710.49,3,244.1,1
CUST-000111,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,86.65,4235.64,4,221.8,0
CUST-000112,Female,0,No,No,44,No,No,Fiber optic,No,No internet service,No,No,One year,Yes,Bank transfer,87.08,3191.74,1,311.2,0
CUST-000113,Male,0,Yes,No,39,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,138.23,4316.24,0,122.6,0
CUST-000114,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,107.12,1492.86,7,434.8,1
CUST-000115,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,96.96,499.41,1,349.2,1
CUST-000116,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,One year,No,Credit card,129.56,4859.62,2,187.7,1
CUST-000117,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Two year,No,Bank transfer,84.73,4562.7,3,155.7,1
CUST-000118,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No internet service,One year,Yes,Bank transfer,136.37,3587.63,3,270.5,1
CUST-000119,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.87,2418.83,3,156.2,0
CUST-000120,Male,0,Yes,No,9,Yes,No phone service,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.28,547.83,2,19.0,1
CUST-000121,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,One year,No,Bank transfer,82.84,2310.64,4,74.4,1
CUST-000122,Male,0,Yes,No,2,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.06,148.98,1,279.3,1
CUST-000123,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Credit card,136.51,1572.8,5,179.7,1
CUST-000124,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,150.35,6349.6,5,163.7,1
CUST-000125,Male,0,No,Yes,3,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,154.17,331.05,0,248.3,1
CUST-000126,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.79,1118.02,1,139.6,1
CUST-000127,Female,0,No,Yes,46,Yes,Yes,DSL,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,127.41,4564.18,0,0.0,1
CUST-000128,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,Two year,Yes,Mailed check,68.18,585.09,1,163.4,1
CUST-000129,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,No,Mailed check,121.18,3189.79,2,141.3,1
CUST-000130,Male,0,No,No,14,Yes,No,DSL,No,Yes,No,No,One year,No,Electronic check,71.89,857.34,2,123.0,0
CUST-000131,Female,1,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,Two year,Yes,Credit card,79.53,3341.74,0,224.9,1
CUST-000132,Male,0,No,No,65,Yes,No,Fiber optic,No,No,No,No,Two year,Yes,Credit card,116.61,7008.6,2,77.2,0
CUST-000133,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.12,1306.39,3,154.7,0
CUST-000134,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,No,Mailed check,67.4,1095.79,1,164.3,0
CUST-000135,Female,0,Yes,Yes,19,No,No phone service,DSL,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,38.03,642.1,2,108.7,1
CUST-000136,Female,1,Yes,No,23,Yes,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,90.01,1610.91,3,191.1,1
CUST-000137,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,52.14,680.37,3,82.8,0
CUST-000138,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No internet service,No,One year,Yes,Bank transfer,76.71,2064.84,0,37.1,1
CUST-000139,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Bank transfer,182.07,3230.05,1,121.5,1
CUST-000140,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card,82.78,3828.82,5,292.6,1
CUST-000141,Male,0,No,No,24,No,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,91.35,1703.51,3,250.4,1
CUST-000142,Male,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,21.03,1117.81,3,50.2,1
CUST-000143,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,21.23,1202.42,2,256.3,1
CUST-000144,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Mailed check,78.27,4269.88,5,94.6,1
CUST-000145,Female,0,Yes,Yes,7,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,105.33,576.66,1,185.7,1
CUST-000146,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,No internet service,No,One year,No,Credit card,93.94,3351.53,3,79.7,1
CUST-000147,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,64.39,2537.26,2,234.4,1
CUST-000148,Male,0,No,Yes,5,Yes,Yes,DSL,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,132.98,519.17,0,131.6,1
CUST-000149,Female,0,No,No,51,No,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.69,1557.02,1,203.7,0
CUST-000150,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,121.22,2234.78,2,289.0,1
CUST-000151,Male,1,No,Yes,14,Yes,No phone service,DSL,Yes,No,No,No,One year,Yes,Credit card,44.11,528.82,1,158.7,0
CUST-000152,Male,0,No,No,20,Yes,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer,60.52,1008.3,4,272.1,0
CUST-000153,Female,0,Yes,Yes,36,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Two year,No,Credit card,109.85,2959.59,1,112.2,0
CUST-000154,Female,1,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Yes,Mailed check,48.06,123.6,1,178.9,0
CUST-000155,Female,0,No,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Month-to-month,No,Mailed check,165.93,2870.04,2,148.7,1
CUST-000156,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,No,Electronic check,102.51,1687.91,4,217.4,0
CUST-000157,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No internet service,No,No,One year,No,Electronic check,74.28,4252.81,1,49.1,0
CUST-000158,Male,1,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.22,1841.7,3,73.4,1
CUST-000159,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Month-to-month,No,Bank transfer,145.83,9065.61,1,12.0,1
CUST-000160,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,One year,Yes,Electronic check,42.23,1361.73,2,145.3,0
CUST-000161,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,No,Yes,One year,No,Electronic check,78.82,1024.73,1,178.8,0
CUST-000162,Female,0,No,No,48,No,Yes,DSL,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,124.02,4745.29,2,54.8,1
CUST-000163,Male,0,Yes,No,40,Yes,No,Fiber optic,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,50.95,1669.01,1,89.7,1
CUST-000164,Female,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No internet service,Yes,One year,No,Bank transfer,117.21,5611.89,0,336.0,1
CUST-000165,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,Yes,Mailed check,103.76,1791.36,3,189.6,0
CUST-000166,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Two year,Yes,Mailed check,141.61,3887.84,2,128.6,1
CUST-000167,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No internet service,Yes,No,One year,No,Bank transfer,136.16,2225.57,5,177.2,1
CUST-000168,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Credit card,88.08,2936.38,2,235.3,1
CUST-000169,Male,0,No,No,21,Yes,Yes,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,98.03,1869.05,1,300.9,1
CUST-000170,Female,1,Yes,No,19,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,48.21,790.98,2,173.2,1
CUST-000171,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Two year,Yes,Electronic check,83.92,526.54,2,161.5,0
CUST-000172,Female,1,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,No internet service,One year,No,Mailed check,64.59,2501.96,3,114.9,1
CUST-000173,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,No,Two year,Yes,Credit card,43.63,1638.89,2,160.6,0
CUST-000174,Male,0,No,No,25,Yes,Yes,DSL,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,88.96,1976.5,2,373.2,1
CUST-000175,Female,0,No,No,69,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,78.08,4081.52,2,296.7,1
CUST-000176,Female,0,No,No,72,Yes,No,Fiber optic,No,No internet service,No,No,Month-to-month,Yes,Credit card,89.52,5526.56,5,212.4,1
CUST-000177,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,65.0,920.5,1,341.7,1
CUST-000178,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,109.8,6014.3,4,126.6,1
CUST-000179,Male,0,No,No,47,Yes,No phone service,Fiber optic,No,No,No,No,Two year,Yes,Bank transfer,147.32,4915.91,1,139.6,0
